Iteration, Rt, Rn, delta p, delta n, nNT, nNe, nPT, nT, nI, nonmut, mut , GF , NF 
0,2.325140769936442,1.394942836187438,0.1930599485139443,0.73713798523506,0,0,25,25,0,25,0,1,0
1,2.8483613841521604,1.7833867531392895,0.22103247058757694,0.8439421604252939,12,0,24,36,0,24,0,0.6666666666666666,0
2,3.6153665651022293,2.3668985289196764,0.2591160075095864,0.9893520286729665,10,9,32,51,0,32,0,0.6274509803921569,0.17647058823529413
3,4.183320748905738,2.807305291059868,0.2855881138925391,1.0904273439533305,9,19,41,69,0,41,0,0.5942028985507246,0.2753623188405797
4,4.789945451829533,3.2839294673514194,0.3125693552690428,1.1934466292090722,19,21,53,93,0,53,0,0.5698924731182796,0.22580645161290322
5,5.567505164648755,3.9026250914020055,0.3455411472776274,1.3193389259691228,27,37,52,116,0,52,0,0.4482758620689655,0.31896551724137934
6,6.177527286415676,4.393154253404887,0.37034157288903147,1.4140314601217567,32,45,68,145,0,68,0,0.4689655172413793,0.3103448275862069
7,6.8670341364208145,4.952240360468086,0.3974100289713206,1.517383746981406,37,60,80,177,0,80,0,0.4519774011299435,0.3389830508474576
8,7.62232768416151,5.569586102676878,0.4260407055911505,1.6267008758934836,55,69,91,215,0,91,0,0.4232558139534884,0.3209302325581395
9,8.376857400236986,6.190791325247468,0.4537118268846163,1.7323542481048986,60,97,95,252,0,95,0,0.376984126984127,0.38492063492063494
10,9.121840332051923,6.808013531997472,0.48022820378488645,1.8335985962695664,67,121,105,293,0,105,0,0.3583617747440273,0.4129692832764505
11,9.81374459429616,7.384344539034458,0.5042151058090327,1.9251849494526705,81,145,112,338,0,112,0,0.33136094674556216,0.4289940828402367
12,10.56491769900381,8.013078632928165,0.5296269759779639,2.0222120900976814,80,177,136,393,0,136,0,0.3460559796437659,0.45038167938931295
13,11.139455147094157,8.495919512452051,0.5486583392653431,2.094877295376765,102,196,144,442,0,144,0,0.3257918552036199,0.4434389140271493
14,11.897554034155489,9.13540148558947,0.5732769440420048,2.188875604524019,117,222,154,493,0,154,0,0.31237322515212984,0.45030425963488846
15,12.688425682478023,9.805184119823886,0.5984086262112354,2.2848329364428985,130,260,168,558,0,168,0,0.3010752688172043,0.4659498207885305
16,13.52319918844243,10.514845925823305,0.6243752054492532,2.383978057169876,157,292,176,625,0,176,0,0.2816,0.4672
17,14.299349223566733,11.17696230970827,0.6480425670272298,2.4743443468312414,156,347,190,693,0,190,0,0.2741702741702742,0.5007215007215007
