Iteration, Rt, Rn, delta p, delta n, nNT, nNe, nPT, nT, nI, nonmut, mut , GF , NF 
15,10.153360744512502,7.668230923826006,0.5157816608971978,1.9693481597893006,19,68,282,369,0,0,282,0.7642276422764228,0.1842818428184282
16,10.726795403798937,8.148955941186276,0.535023284693193,2.0428161779194642,27,87,296,410,0,0,296,0.7219512195121951,0.2121951219512195
17,11.412843333810951,8.726230365814782,0.5575989178859961,2.129014050110167,24,114,321,459,0,0,321,0.6993464052287581,0.24836601307189543
18,11.952392991780663,9.18175929152689,0.57503718307154,2.1955965171822434,24,138,336,498,0,0,336,0.6746987951807228,0.27710843373493976
19,12.417738097010004,9.575650014561264,0.5898673378667193,2.252220744582018,34,162,342,538,0,0,342,0.6356877323420075,0.30111524163568776
20,12.920042510419378,10.001819362769172,0.6056689551726837,2.3125541924775184,29,195,361,585,0,0,361,0.6170940170940171,0.3333333333333333
21,13.5192999781018,10.51152501877532,0.6242551802375731,2.383519779088916,46,221,369,636,0,0,369,0.5801886792452831,0.3474842767295597
22,14.204616544503208,11.096035370574,0.6451772247777615,2.4634039491514526,38,264,388,690,0,0,388,0.5623188405797102,0.3826086956521739
23,14.66314609347619,11.488022435011903,0.6589879291152286,2.5161357293490543,42,297,401,740,0,0,401,0.5418918918918919,0.40135135135135136
24,15.251618520168151,11.992102207059588,0.6765033857395134,2.583012927369052,51,336,406,793,0,0,406,0.5119798234552333,0.42370744010088274
25,15.85047249850881,12.506181872165584,0.6940980545240649,2.650192571819158,52,379,424,855,0,0,424,0.495906432748538,0.4432748538011696
26,16.25289308634616,12.852234844006473,0.705796993693139,2.694861248646531,43,421,435,899,0,0,435,0.4838709677419355,0.4682981090100111
27,16.780212829618343,13.30639121701004,0.7209818441262515,2.752839768482052,49,451,460,960,0,0,460,0.4791666666666667,0.46979166666666666
28,17.273421512908477,13.731860047433319,0.7350410588722018,2.806520406602952,61,488,465,1014,0,0,465,0.45857988165680474,0.4812623274161736
29,17.72382041323997,14.120960051819429,0.747763471238224,2.8550968901823097,71,530,465,1066,0,0,465,0.43621013133208253,0.4971857410881801
30,18.270354780469948,14.593804384350932,0.7630576293831919,2.9134927667358252,79,569,475,1123,0,0,475,0.42297417631344614,0.5066785396260017
31,18.60814840874686,14.886420290184292,0.772434137814875,2.9492939807477043,82,615,471,1168,0,0,471,0.4032534246575342,0.526541095890411
32,19.059756846356763,15.27805365398078,0.7848817946440693,2.9968213977319023,108,656,460,1224,0,0,460,0.3758169934640523,0.5359477124183006
33,19.48749736128204,15.649424198208196,0.7965812225247588,3.0414919405490783,97,706,479,1282,0,0,479,0.3736349453978159,0.5507020280811232
34,19.908839248012956,16.015641206504323,0.808022235030092,3.085175806478534,120,742,469,1331,0,0,469,0.35236664162284,0.5574755822689706
35,20.3102606075332,16.364904576527174,0.8188474781333278,3.1265085528727066,143,771,474,1388,0,0,474,0.3414985590778098,0.5554755043227666
36,20.837601193787304,16.82424520131643,0.8329606776826314,3.180395314788227,145,819,487,1451,0,0,487,0.33563059958649205,0.5644383184011027
37,21.189572796027445,17.13114954977847,0.8423142586554458,3.2161089875935214,155,867,481,1503,0,0,481,0.3200266134397871,0.5768463073852296
38,21.612440335656846,17.500200764978718,0.8534836844803632,3.258755886197748,140,921,496,1557,0,0,496,0.31856133590237634,0.5915221579961464
39,21.93285979272083,17.780075455717668,0.8618986359817887,3.2908857010213737,162,958,490,1610,0,0,490,0.30434782608695654,0.5950310559006211
40,22.385786834776265,18.176025784871545,0.8737239914896593,3.3360370584150627,191,979,497,1667,0,0,497,0.2981403719256149,0.5872825434913017
41,22.808913788208308,18.546271013061638,0.8846994438983651,3.3779433312483014,192,1030,508,1730,0,0,508,0.29364161849710985,0.5953757225433526
42,23.08403182721996,18.787180644760205,0.8917993020199485,3.4050518804398044,198,1075,503,1776,0,0,503,0.28322072072072074,0.6052927927927928
43,23.463374545375085,19.119577571100724,0.9015427682456213,3.4422542060287356,231,1096,505,1832,0,0,505,0.27565502183406115,0.5982532751091703
44,23.781198135987687,19.39826319859089,0.9096657417238633,3.473269195672931,230,1147,510,1887,0,0,510,0.2702702702702703,0.6078431372549019
45,24.136371972908353,19.709905323451004,0.9187006253590719,3.5077660240982738,248,1182,511,1941,0,0,511,0.26326635754765587,0.6089644513137558
46,24.534292167261825,20.059307433061292,0.9287704165321844,3.546214317668339,258,1216,526,2000,0,0,526,0.263,0.608
47,24.88675206509269,20.369010846965416,0.9376444037622624,3.580096814365002,269,1260,525,2054,0,0,525,0.2555988315481986,0.6134371957156767
48,25.130073427474827,20.582932915310117,0.9437461440341851,3.6033943681305227,283,1304,510,2097,0,0,510,0.24320457796852646,0.6218407248450167
49,25.515808020792715,20.922254788777288,0.9533789726824472,3.6401742593329813,307,1321,532,2160,0,0,532,0.2462962962962963,0.611574074074074
50,25.85523608562964,21.22103499879233,0.9618153199096333,3.672385766927691,312,1368,532,2212,0,0,532,0.24050632911392406,0.6184448462929476
51,26.086060474286743,21.424318833187506,0.9675312840017277,3.694210357097504,316,1424,511,2251,0,0,511,0.22701021768103066,0.6326077298978232
52,26.464130255252705,21.75745443549501,0.9768572456100867,3.7298185741476035,342,1449,515,2306,0,0,515,0.22333044232437121,0.6283607979184735
53,26.69679187204681,21.962570226373657,0.9825743038189573,3.7516473418542016,376,1481,493,2350,0,0,493,0.2097872340425532,0.6302127659574468
54,26.977715897772303,22.210340830971052,0.989455202543652,3.7779198642575786,387,1513,496,2396,0,0,496,0.20701168614357263,0.6314691151919867
55,27.276628881753417,22.474103529357265,0.9967505448369357,3.8057748075592097,374,1565,501,2440,0,0,501,0.20532786885245902,0.6413934426229508
56,27.496626625535118,22.668312906454783,1.0021028473562954,3.826210871724037,406,1597,473,2476,0,0,473,0.19103392568659128,0.6449919224555735
57,27.815715570654728,22.95011977549931,1.0098406367303727,3.8557551584250596,442,1608,477,2527,0,0,477,0.1887613771270281,0.6363276612584092
58,28.072069540924875,23.17662475160452,1.016035710991014,3.879409078329326,441,1649,488,2578,0,0,488,0.18929402637703646,0.6396431342125679
59,28.348648612320456,23.421101596122355,1.0226984373241357,3.9048485788739726,462,1685,485,2632,0,0,485,0.18427051671732522,0.6401975683890577
60,28.60566602519471,23.648380745728836,1.028870529700468,3.928414749765422,461,1733,484,2678,0,0,484,0.18073188946975355,0.6471247199402539
61,28.849991978103883,23.864519373966893,1.0347207291605047,3.950751874976473,474,1756,492,2722,0,0,492,0.1807494489346069,0.6451138868479059
62,29.166935093388783,24.145015752429032,1.0422851462369265,3.9796341947228107,481,1788,509,2778,0,0,509,0.18322534197264218,0.6436285097192225
63,29.37164816081638,24.32625809516884,1.0471564287193011,3.99823363692824,481,1827,509,2817,0,0,509,0.18068867589634363,0.6485623003194888
64,29.649977893986982,24.572764089310837,1.0537613556875018,4.023452448988642,489,1859,507,2855,0,0,507,0.1775831873905429,0.651138353765324
65,29.913957348321293,24.806652477626375,1.0600066712763037,4.047298199418612,503,1893,509,2905,0,0,509,0.17521514629948365,0.6516351118760757
66,30.0908026771591,24.963388678069897,1.0641802639619098,4.063233735127292,516,1933,490,2939,0,0,490,0.1667233752977203,0.6577067029601905
67,30.2731492742897,25.1250418041319,1.0684751353157698,4.079632334842031,553,1941,480,2974,0,0,480,0.16139878950907868,0.6526563550773369
68,30.498043843631024,25.32447150540687,1.0737602966125575,4.099812041611583,543,1993,485,3021,0,0,485,0.16054286660046344,0.6597153260509765
69,30.6656766998667,25.47316395216788,1.0776913249940925,4.114821422704716,559,2025,468,3052,0,0,468,0.15334207077326342,0.6634993446920052
70,30.835653472828632,25.62397068898762,1.0816700117405833,4.130012772100411,588,2029,463,3080,0,0,463,0.15032467532467533,0.6587662337662338
71,31.002851964861843,25.77234681538483,1.0855765404574966,4.144928609019533,584,2069,456,3109,0,0,456,0.1466709552910904,0.6654872949501447
72,31.245075746652947,25.987362161239076,1.0912235743311827,4.166490011082699,604,2085,461,3150,0,0,461,0.14634920634920634,0.6619047619047619
73,31.475291038866356,26.191782998947723,1.0965771403604714,4.186930899558162,633,2109,445,3187,0,0,445,0.1396297458424851,0.6617508628804518
74,31.616104075631263,26.31684964861514,1.0998452584373035,4.199409168578797,604,2161,449,3214,0,0,449,0.13970130678282514,0.6723708774113254
75,31.775867773788725,26.45877608587262,1.1035473314542856,4.213544356461819,628,2185,430,3243,0,0,430,0.13259327782917052,0.6737588652482269
76,31.924990751147654,26.5912767706261,1.106997241240322,4.226716739281228,630,2209,437,3276,0,0,437,0.1333943833943834,0.6742979242979243
77,32.033870158095844,26.688036058809523,1.1095127375877287,4.236321361698599,636,2225,447,3308,0,0,447,0.13512696493349455,0.6726118500604595
