Iteration, Rt, Rn, delta p, delta n, nNT, nNe, nPT, nT, nI, nonmut, mut , GF , NF 
16,12.432517954064865,9.58817517611516,0.5903352935367322,2.2540074844129774,104,232,145,481,0,136,9,0.30145530145530147,0.48232848232848236
17,13.09710866820717,10.15228367613716,0.6111900926937742,2.333634899376228,105,265,167,537,0,160,7,0.31098696461824954,0.4934823091247672
18,13.798983241872795,10.749867376328764,0.6328353683204605,2.416280497223577,119,294,189,602,0,185,4,0.313953488372093,0.4883720930232558
19,14.618776392013439,11.450061109678384,0.6576578887865234,2.5110573935485436,144,324,202,670,0,198,4,0.30149253731343284,0.4835820895522388
20,15.239155354795916,11.9814150029543,0.6761347900048644,2.581605561836755,142,380,211,733,0,208,3,0.2878581173260573,0.5184174624829468
21,15.992929473692808,12.628630748767524,0.6982506787580798,2.6660480461672136,177,401,224,802,0,220,4,0.2793017456359102,0.5
22,16.75130487653402,13.281474072566876,0.7201535630875194,2.7496772408796186,186,456,231,873,0,229,2,0.2646048109965636,0.5223367697594502
23,17.286636409644892,13.743268878377044,0.7354159027159719,2.807951628551892,186,506,265,957,0,261,4,0.2769070010449321,0.5287356321839081
24,18.182176359966697,14.517464951003326,0.7606004811056044,2.9041109278577615,214,544,291,1049,0,288,3,0.27740705433746427,0.5185891325071497
25,18.952512075212198,15.185008056174919,0.7819347964039643,2.985569222633318,226,611,305,1142,0,303,2,0.2670753064798599,0.5350262697022767
26,19.665600346609434,15.804177673894072,0.8014273471673408,3.059995325548029,257,667,314,1238,0,310,4,0.25363489499192243,0.5387722132471728
27,20.481521471278317,16.51401771743946,0.8234441753250434,3.1440595785138026,277,719,346,1342,0,342,4,0.2578241430700447,0.5357675111773472
28,21.084471232436808,17.03947912135903,0.8395266645633116,3.2054654465144616,293,796,357,1446,0,355,2,0.24688796680497926,0.5504840940525588
29,21.73414440218864,17.606481376986324,0.8566847788155734,3.2709782463867327,319,852,383,1554,0,379,4,0.24646074646074645,0.5482625482625483
30,22.493483579062488,18.27023138531036,0.8765240402127048,3.346728153539419,335,910,424,1669,0,422,2,0.25404433792690234,0.5452366686638705
31,23.128987230727386,18.82655920517168,0.8929567600209989,3.409471265534719,364,987,439,1790,0,435,4,0.24525139664804468,0.5513966480446927
32,24.011083534936834,19.599948269953007,0.9155186399023055,3.495616625081532,402,1049,465,1916,0,465,0,0.24269311064718163,0.5474947807933194
33,24.943607951546106,20.418988576529095,0.9390719457582432,3.585547429258745,424,1152,461,2037,0,461,0,0.226313205694649,0.5655375552282769
34,25.836497835727062,21.204536071197836,0.9613505549022903,3.670611209626925,413,1272,483,2168,0,483,0,0.2227859778597786,0.5867158671586716
35,26.75306280648635,22.012191033970844,0.983954518823974,3.756917253691538,444,1369,499,2312,0,499,0,0.21583044982698962,0.592128027681661
36,27.5350265510941,22.702218613814406,1.0030356096240867,3.8297723276556024,490,1468,499,2457,0,499,0,0.20309320309320308,0.5974765974765974
37,28.28959236950902,23.368891148027274,1.0212776120056406,3.8994236094760852,513,1573,526,2612,0,526,0,0.20137825421133232,0.6022205206738132
38,29.14758154075562,24.12788395607971,1.041824027008205,3.977873557667694,532,1678,554,2764,0,554,0,0.20043415340086831,0.6070911722141823
39,30.13228657981183,25.00016114553761,1.065158109000309,4.0669673252739065,576,1782,562,2920,0,562,0,0.19246575342465752,0.6102739726027397
40,30.933659656837,25.710939715347628,1.083960742573262,4.138759198916091,589,1921,563,3073,0,563,0,0.18320859095346567,0.625122030589001
41,31.795926735367843,26.476597623745874,1.1040117024121128,4.2153174092098835,620,2043,577,3240,0,577,0,0.17808641975308642,0.6305555555555555
42,32.552268409176484,27.148914986416948,1.1214507103840554,4.2819027123754845,649,2169,596,3414,0,596,0,0.17457527826596367,0.6353251318101933
43,33.29856228482586,27.812936329507192,1.1385261416699075,4.347099813648736,705,2265,621,3591,0,621,0,0.17293233082706766,0.6307435254803676
44,34.22787888664577,28.64065774973734,1.1596119340753266,4.427609202833065,723,2380,666,3769,0,666,0,0.17670469620589016,0.6314672326877155
45,35.00996070458656,29.337951175384752,1.1772095249286847,4.494800004273158,742,2532,682,3956,0,682,0,0.1723963599595551,0.6400404448938322
46,35.829926394454546,30.069696541677494,1.1955194034065635,4.564710449370513,776,2657,691,4124,0,691,0,0.16755577109602326,0.6442774005819593
47,36.36803898608742,30.55027910808645,1.2074595973209605,4.610300280680031,816,2792,654,4262,0,654,0,0.15344908493664947,0.655091506335054
48,36.73945061658108,30.8821482818314,1.2156665223065424,4.641635812443158,847,2891,625,4363,0,625,0,0.1432500573000229,0.662617465046986
49,37.01858346504395,31.131650817257157,1.2218162099180094,4.665116437868759,912,2942,580,4434,0,580,0,0.13080739738385205,0.663509246729815
50,37.217241536989846,31.309266427641134,1.2261835132610548,4.681791596087666,909,2998,583,4490,0,583,0,0.12984409799554567,0.6677060133630289
51,37.39312102772843,31.46654746042871,1.2300435705716433,4.696529996728092,922,3036,570,4528,0,570,0,0.12588339222614842,0.6704946996466431
52,37.51431256350964,31.574940507892016,1.2326998605998771,4.706672195017712,963,3076,512,4551,0,512,0,0.11250274664908812,0.6758954076027247
53,37.609530820661135,31.66011286261073,1.2347848592180104,4.714633098832403,1003,3076,490,4569,0,490,0,0.10724447362661414,0.673232654847888
54,37.67478436361383,31.718486794356878,1.2362127030533312,4.720084866203629,1002,3100,477,4579,0,477,0,0.10417121642279974,0.6770037126010046
55,37.708217931796185,31.748397036222986,1.236943959458586,4.7228769361145995,1029,3100,452,4581,0,452,0,0.09866841301025976,0.6767081423270028
56,37.70821793179618,31.748397036222993,1.2369439594585852,4.722876936114602,1029,3100,452,4581,0,452,0,0.09866841301025976,0.6767081423270028
57,37.70821793179617,31.748397036222983,1.2369439594585854,4.7228769361145995,1029,3100,452,4581,0,452,0,0.09866841301025976,0.6767081423270028
58,37.7082179317962,31.748397036222997,1.2369439594585858,4.722876936114601,1029,3100,452,4581,0,452,0,0.09866841301025976,0.6767081423270028
59,37.70821793179614,31.74839703622297,1.2369439594585854,4.7228769361146,1029,3100,452,4581,0,452,0,0.09866841301025976,0.6767081423270028
60,37.70871693575109,31.748843461583547,1.2369548719970234,4.722918602170455,1031,3100,450,4581,0,450,0,0.09823182711198428,0.6767081423270028
61,37.70573297735509,31.746173917651852,1.2368896161648293,4.7226694435384395,1037,3100,444,4581,0,442,2,0.09692206941715782,0.6767081423270028
62,37.71258434094808,31.752303377415657,1.2370394452614528,4.723241518270999,1071,3100,410,4581,0,405,5,0.08950010914647456,0.6767081423270028
63,37.693131639721685,31.73490045235257,1.2366140200200102,4.7216171673491285,1120,3100,361,4581,0,328,33,0.07880375463872517,0.6767081423270028
64,37.70692580468646,31.747241057863725,1.2369157021707595,4.72276904465199,1157,3100,324,4581,0,252,72,0.07072691552062868,0.6767081423270028
65,37.70082794640157,31.741785739232657,1.2367823448841098,4.722259862284784,1186,3100,295,4581,0,192,103,0.06439641999563414,0.6767081423270028
66,37.7138315210067,31.753419151247932,1.237066718251822,4.723345651506959,1201,3100,280,4581,0,156,124,0.061122025758568,0.6767081423270028
67,37.687890189353276,31.73021136604477,1.2364993784225145,4.721179444885963,1225,3100,256,4581,0,122,134,0.05588299497926217,0.6767081423270028
68,37.72135140096268,31.760146747236043,1.2372311545470391,4.723973499179603,1235,3100,246,4581,0,87,159,0.053700065487884745,0.6767081423270028
69,37.709697941567356,31.74972110234856,1.2369763251208836,4.7230005140979205,1238,3100,243,4581,0,84,159,0.05304518664047151,0.6767081423270028
70,37.71189587531454,31.751687450982953,1.2370243899556166,4.723184034375991,1253,3100,228,4581,0,72,156,0.04977079240340537,0.6767081423270028
71,37.70555824677901,31.746017598387255,1.2368857949492382,4.722654853442544,1253,3100,228,4581,0,43,185,0.04977079240340537,0.6767081423270028
72,37.71082072515509,31.75072558337159,1.2370008784833717,4.723094263300148,1257,3100,224,4581,0,46,178,0.048897620606854396,0.6767081423270028
73,37.70555824677901,31.746017598387255,1.2368857949492376,4.722654853442545,1253,3100,228,4581,0,53,175,0.04977079240340537,0.6767081423270028
74,37.710820725155095,31.75072558337159,1.2370008784833717,4.723094263300145,1257,3100,224,4581,0,43,181,0.048897620606854396,0.6767081423270028
75,37.70555824677904,31.746017598387244,1.2368857949492378,4.722654853442544,1253,3100,228,4581,0,40,188,0.04977079240340537,0.6767081423270028
76,37.710820725155074,31.750725583371562,1.237000878483371,4.723094263300147,1257,3100,224,4581,0,48,176,0.048897620606854396,0.6767081423270028
77,37.70555824677904,31.74601759838726,1.2368857949492382,4.722654853442545,1253,3100,228,4581,0,42,186,0.04977079240340537,0.6767081423270028
78,37.71082072515511,31.750725583371576,1.237000878483372,4.723094263300147,1257,3100,224,4581,0,45,179,0.048897620606854396,0.6767081423270028
79,37.70555824677906,31.74601759838726,1.2368857949492382,4.722654853442544,1253,3100,228,4581,0,51,177,0.04977079240340537,0.6767081423270028
80,37.71082072515508,31.750725583371583,1.2370008784833713,4.723094263300147,1257,3100,224,4581,0,47,177,0.048897620606854396,0.6767081423270028
81,37.70555824677903,31.746017598387237,1.2368857949492376,4.722654853442545,1253,3100,228,4581,0,47,181,0.04977079240340537,0.6767081423270028
82,37.710820725155095,31.750725583371583,1.2370008784833715,4.723094263300147,1257,3100,224,4581,0,46,178,0.048897620606854396,0.6767081423270028
83,37.70555824677903,31.746017598387276,1.236885794949238,4.722654853442544,1253,3100,228,4581,0,55,173,0.04977079240340537,0.6767081423270028
84,37.7108207251551,31.75072558337157,1.2370008784833717,4.723094263300148,1257,3100,224,4581,0,44,180,0.048897620606854396,0.6767081423270028
85,37.70555824677903,31.746017598387258,1.236885794949238,4.722654853442545,1253,3100,228,4581,0,53,175,0.04977079240340537,0.6767081423270028
86,37.71082072515508,31.75072558337157,1.2370008784833717,4.723094263300145,1257,3100,224,4581,0,39,185,0.048897620606854396,0.6767081423270028
0,2.325140769936443,1.3949428361874385,0.1930599485139443,0.73713798523506,0,0,25,25,0,1,24,1,0
1,2.608823927652255,1.60442621350011,0.20845990293723768,0.7959378112149074,13,0,15,28,0,0,15,0.5357142857142857,0
2,3.0433956163360283,1.9303452675106951,0.23101044975620114,0.8820398990691316,10,9,13,32,0,0,13,0.40625,0.28125
3,3.381408230195433,2.187399213257174,0.24781319219473305,0.9461958247435261,12,9,17,38,0,0,17,0.4473684210526316,0.23684210526315788
4,3.6095134738431405,2.3623932715716793,0.25883626839596363,0.9882839338754975,12,13,17,42,0,0,17,0.40476190476190477,0.30952380952380953
5,4.088525715982833,2.733376789431353,0.28125732437860923,1.0738916021728715,8,21,22,51,0,0,22,0.43137254901960786,0.4117647058823529
6,4.576970090708465,3.1159329621846066,0.30323412101438557,1.1578030075094718,15,21,21,57,0,0,21,0.3684210526315789,0.3684210526315789
7,4.917294154173921,3.3847017736629206,0.3180852110494527,1.2145071694615466,14,28,23,65,0,0,23,0.35384615384615387,0.4307692307692308
8,5.380218013576249,3.752887432913673,0.33774785636393095,1.289582724298645,15,34,21,70,0,0,21,0.3,0.4857142857142857
9,5.558974632998089,3.89579561387504,0.3451880983085571,1.3179909208144909,15,38,27,80,0,0,27,0.3375,0.475
10,5.642547527373217,3.962740655788293,0.3486391620270598,1.331167709557865,21,38,31,90,0,0,31,0.34444444444444444,0.4222222222222222
11,5.691270234167363,4.0018072748550075,0.35064325570633803,1.338819703606018,24,38,34,96,0,0,34,0.3541666666666667,0.3958333333333333
12,6.252032445455014,4.453340934248239,0.37331333251461396,1.4253781786921624,26,41,45,112,0,0,45,0.4017857142857143,0.36607142857142855
13,6.870867410974028,4.9553611248454565,0.39755790844177835,1.51794837768679,29,51,46,126,0,0,46,0.36507936507936506,0.40476190476190477
14,7.167621100493587,5.197350414887955,0.40892410455965944,1.5613465810459726,31,59,52,142,0,0,52,0.36619718309859156,0.4154929577464789
15,7.874665932187284,5.776866506941987,0.43539233354147727,1.6624070917038223,34,73,53,160,0,0,53,0.33125,0.45625
16,8.378285401490224,6.191970894719391,0.45376338819772083,1.7325511185731162,38,81,64,183,0,0,64,0.34972677595628415,0.4426229508196721
17,8.747586980066119,6.497489244465783,0.4670014168227117,1.7830963187776263,41,95,62,198,0,0,62,0.31313131313131315,0.4797979797979798
18,9.453147448411631,7.083628654909848,0.49178691940603014,1.8777318740957518,50,105,62,217,0,0,62,0.2857142857142857,0.4838709677419355
19,10.075666209075568,7.603230253923211,0.51314708503162,1.959288870120731,51,122,64,237,0,0,64,0.270042194092827,0.5147679324894515
20,10.481921882688376,7.943464857317852,0.5268495713033169,2.01160745406721,57,134,67,258,0,0,67,0.2596899224806202,0.5193798449612403
21,10.8735440323259,8.27224698537343,0.5398918399335316,2.0614052070189386,60,145,81,286,0,0,81,0.28321678321678323,0.506993006993007
22,11.479394999985708,8.782347866329541,0.5597644994380728,2.1372826342180957,66,163,86,315,0,0,86,0.273015873015873,0.5174603174603175
23,12.0431387475668,9.25849913944649,0.5779440696098758,2.2066955385104334,71,178,98,347,0,0,98,0.2824207492795389,0.5129682997118156
24,12.48599440909063,9.633501148437004,0.5920269031545247,2.2604663574990935,73,201,109,383,0,0,109,0.2845953002610966,0.5248041775456919
25,13.06443653811281,10.124511037202948,0.610173217169971,2.3297522837398894,86,214,114,414,0,0,114,0.2753623188405797,0.5169082125603864
26,13.562886428153314,10.548650192963187,0.6255961997564427,2.3886400354336894,89,237,129,455,0,0,129,0.2835164835164835,0.5208791208791209
27,14.109123353014157,11.01448984824047,0.6422824255190667,2.452351079254618,101,254,136,491,0,0,136,0.2769857433808554,0.5173116089613035
28,14.493464436085917,11.342883246616633,0.6538942091351355,2.4966869803341534,115,274,145,534,0,0,145,0.27153558052434457,0.5131086142322098
29,15.382685118386199,12.104521422400655,0.6803735972800197,2.597790098705529,119,293,160,572,0,0,160,0.27972027972027974,0.5122377622377622
30,16.01383043590929,12.6466011754015,0.6988589031242587,2.6683703573835316,117,342,153,612,0,0,153,0.25,0.5588235294117647
31,16.6351562931084,13.181383267278838,0.7168208166816068,2.7369522091479523,135,365,155,655,0,0,155,0.2366412213740458,0.5572519083969466
32,17.36135038334328,13.807780414986354,0.7375333896589847,2.816036578697943,142,399,153,694,0,0,153,0.22046109510086456,0.5749279538904899
33,17.909507437680467,14.281526771053707,0.752977119488572,2.8750035471381836,149,429,167,745,0,0,167,0.22416107382550335,0.5758389261744966
34,18.437892137659556,14.73890021521211,0.7677153046589045,2.9312766177885456,154,459,174,787,0,0,174,0.22109275730622618,0.5832274459974587
35,19.23168411337613,15.427273240203865,0.7895947095263188,3.014816163645945,162,482,193,837,0,0,193,0.23058542413381122,0.5758661887694145
36,19.78587864715505,15.908727216520834,0.8046918063580476,3.0724596242761817,169,531,195,895,0,0,195,0.21787709497206703,0.5932960893854748
37,20.227369904246725,16.292755773479815,0.8166180271403036,3.1179961036266124,177,559,218,954,0,0,218,0.22851153039832284,0.5859538784067087
38,20.752004296308254,16.749646577002615,0.8306780172143784,3.171679702091262,188,587,246,1021,0,0,246,0.24094025465230168,0.574926542605289
39,21.218239975122586,17.156157151288852,0.8430737936258665,3.2190090302078542,203,609,277,1089,0,0,277,0.25436179981634527,0.559228650137741
40,21.609670171643053,17.497781998007984,0.8534107530185996,3.258477420616472,214,644,306,1164,0,0,306,0.26288659793814434,0.5532646048109966
41,22.689784254882767,18.441996774728977,0.8816162694658751,3.3661712106878867,236,673,322,1231,0,0,322,0.26157595450852966,0.5467099918765231
42,23.518251247006653,19.167683992590458,0.9029479207278885,3.447619333688301,240,755,306,1301,0,0,306,0.23520368946963874,0.5803228285933897
43,24.145025218111687,19.717500662824,0.918920190720088,3.5086043645676064,268,801,310,1379,0,0,310,0.22480058013052936,0.5808556925308195
44,24.728532128976795,20.229959242427654,0.9336660707932214,3.5649068157559367,277,849,341,1467,0,0,341,0.23244717109747784,0.5787321063394683
45,25.66491272925248,21.053481558658873,0.9570894882364139,3.6543416823572175,302,897,360,1559,0,0,360,0.23091725465041693,0.5753688261706222
46,26.238959261512814,21.55901939147904,0.9713082749126741,3.7086315951211195,320,971,360,1651,0,0,360,0.2180496668685645,0.5881284070260449
47,26.966470274116865,22.200420148522852,0.9891802147459268,3.7768699108480854,334,1025,394,1753,0,0,394,0.22475755847119225,0.5847119224187107
48,27.861355692577487,22.990439027615793,1.0109449681995977,3.859971696762099,357,1083,411,1851,0,0,411,0.22204213938411668,0.5850891410048622
49,28.544649553390418,23.594416109752032,1.0274069411324933,3.9228265025058837,375,1163,416,1954,0,0,416,0.2128966223132037,0.5951893551688844
50,29.472432132027148,24.415507040392313,1.0495504907166637,4.007374600918169,400,1235,434,2069,0,0,434,0.2097631706138231,0.596906718221363
51,30.360152698454,25.202186355100743,1.0705213165450134,4.087445026808231,392,1341,456,2189,0,0,456,0.20831429876656007,0.6126084970306076
52,31.522870118990156,26.23403893715948,1.097681943398819,4.191149238431855,438,1424,442,2304,0,0,442,0.1918402777777778,0.6180555555555556
